,Country,Year,Medal,Count
1923,ROU,1952,Silver,1
1924,ROU,1956,Bronze,10
1925,ROU,1956,Gold,6
1926,ROU,1956,Silver,3
1927,ROU,1960,Bronze,11
1928,ROU,1960,Gold,3
1929,ROU,1960,Silver,1
1930,ROU,1964,Bronze,10
1931,ROU,1964,Gold,2
1932,ROU,1964,Silver,4
1933,ROU,1968,Bronze,9
1934,ROU,1968,Gold,5
1935,ROU,1968,Silver,9
1936,ROU,1972,Bronze,27
1937,ROU,1972,Gold,3
1938,ROU,1972,Silver,10
1939,ROU,1976,Bronze,23
1940,ROU,1976,Gold,4
1941,ROU,1976,Silver,28
1942,ROU,1980,Bronze,50
1943,ROU,1980,Gold,7
1944,ROU,1980,Silver,15
1945,ROU,1984,Bronze,35
1946,ROU,1984,Gold,40
1947,ROU,1984,Silver,31
1948,ROU,1988,Bronze,13
1949,ROU,1988,Gold,8
1950,ROU,1988,Silver,30
1951,ROU,1992,Bronze,14
1952,ROU,1992,Gold,8
1953,ROU,1992,Silver,31
1954,ROU,1996,Bronze,15
1955,ROU,1996,Gold,13
1956,ROU,1996,Silver,10
1957,ROU,2000,Bronze,13
1958,ROU,2000,Gold,27
1959,ROU,2000,Silver,6
1960,ROU,2004,Bronze,11
1961,ROU,2004,Gold,23
1962,ROU,2004,Silver,5
1963,ROU,2008,Bronze,16
1964,ROU,2008,Gold,5
1965,ROU,2008,Silver,1
1966,ROU,2012,Bronze,6
1967,ROU,2012,Gold,2
1968,ROU,2012,Silver,8
1969,RSA,1908,Gold,1
1970,RSA,1908,Silver,1
1971,RSA,1912,Gold,5
1972,RSA,1912,Silver,2
1973,RSA,1920,Bronze,6
1974,RSA,1920,Gold,3
1975,RSA,1920,Silver,12
1976,RSA,1924,Bronze,1
1977,RSA,1924,Gold,1
1978,RSA,1924,Silver,1
1979,RSA,1928,Bronze,5
1980,RSA,1928,Gold,1
1981,RSA,1932,Bronze,3
1982,RSA,1932,Gold,2
1983,RSA,1936,Silver,1
1984,RSA,1948,Bronze,1
1985,RSA,1948,Gold,2
1986,RSA,1948,Silver,1
1987,RSA,1952,Bronze,4
1988,RSA,1952,Gold,2
1989,RSA,1952,Silver,8
1990,RSA,1956,Bronze,7
1991,RSA,1960,Bronze,2
1992,RSA,1960,Silver,1
1993,RSA,1992,Silver,3
1994,RSA,1996,Bronze,1
1995,RSA,1996,Gold,3
1996,RSA,1996,Silver,1
1997,RSA,2000,Bronze,3
1998,RSA,2000,Silver,2
1999,RSA,2004,Bronze,3
2000,RSA,2004,Gold,4
2001,RSA,2004,Silver,3
2002,RSA,2008,Silver,1
2003,RSA,2012,Bronze,1
2004,RSA,2012,Gold,6
2005,RSA,2012,Silver,2
2006,RU1,1908,Gold,1
2007,RU1,1908,Silver,2
2008,RU1,1912,Bronze,9
2009,RU1,1912,Silver,5
2010,RUS,1996,Bronze,34
2011,RUS,1996,Gold,36
2012,RUS,1996,Silver,45
2013,RUS,2000,Bronze,54
2014,RUS,2000,Gold,66
2015,RUS,2000,Silver,68
2016,RUS,2004,Bronze,96
2017,RUS,2004,Gold,47
2018,RUS,2004,Silver,49
2019,RUS,2008,Bronze,56
2020,RUS,2008,Gold,43
2021,RUS,2008,Silver,44
2022,RUS,2012,Bronze,51
2023,RUS,2012,Gold,47
2024,RUS,2012,Silver,32
2025,SCG,2004,Silver,14
2026,SEN,1988,Silver,1
2027,SGP,2012,Bronze,4
2028,SIN,1960,Silver,1
2029,SIN,2008,Silver,3
2030,SLO,1992,Bronze,6
2031,SLO,1996,Silver,2
2032,SLO,2000,Gold,3
2033,SLO,2004,Bronze,3
2034,SLO,2004,Silver,2
2035,SLO,2008,Bronze,2
2036,SLO,2008,Gold,1
2037,SLO,2008,Silver,2
2038,SLO,2012,Bronze,3
2039,SLO,2012,Gold,1
2040,SLO,2012,Silver,1
2041,SRB,2008,Bronze,14
2042,SRB,2008,Silver,1
2043,SRB,2012,Bronze,14
2044,SRB,2012,Gold,1
2045,SRB,2012,Silver,1
2046,SRI,1948,Silver,1
2047,SRI,2000,Silver,1
2048,SUD,2008,Silver,1
2049,SUI,1896,Gold,1
2050,SUI,1896,Silver,2
2051,SUI,1900,Bronze,1
2052,SUI,1900,Gold,13
2053,SUI,1900,Silver,1
2054,SUI,1904,Bronze,1
2055,SUI,1904,Gold,1
2056,SUI,1920,Bronze,21
2057,SUI,1920,Gold,6
2058,SUI,1920,Silver,2
2059,SUI,1924,Bronze,21
2060,SUI,1924,Gold,13
2061,SUI,1924,Silver,31
2062,SUI,1928,Bronze,5
2063,SUI,1928,Gold,16
2064,SUI,1928,Silver,8
2065,SUI,1932,Silver,1
2066,SUI,1936,Bronze,24
2067,SUI,1936,Gold,1
2068,SUI,1936,Silver,22
2069,SUI,1948,Bronze,5
2070,SUI,1948,Gold,5
2071,SUI,1948,Silver,22
2072,SUI,1952,Bronze,12
2073,SUI,1952,Gold,2
2074,SUI,1952,Silver,19
2075,SUI,1956,Bronze,3
2076,SUI,1960,Bronze,6
2077,SUI,1960,Silver,5
2078,SUI,1964,Bronze,1
2079,SUI,1964,Gold,1
2080,SUI,1964,Silver,4
2081,SUI,1968,Bronze,10
2082,SUI,1968,Silver,3
2083,SUI,1972,Silver,8
2084,SUI,1976,Bronze,6
2085,SUI,1976,Gold,1
2086,SUI,1976,Silver,3
2087,SUI,1980,Gold,2
2088,SUI,1984,Bronze,6
2089,SUI,1984,Silver,9
2090,SUI,1988,Bronze,2
2091,SUI,1988,Silver,6
2092,SUI,1992,Gold,1
2093,SUI,1996,Gold,5
2094,SUI,1996,Silver,6
2095,SUI,2000,Bronze,2
2096,SUI,2000,Gold,1
2097,SUI,2000,Silver,11
2098,SUI,2004,Bronze,4
2099,SUI,2004,Gold,1
2100,SUI,2004,Silver,2
2101,SUI,2008,Bronze,8
2102,SUI,2008,Gold,3
2103,SUI,2012,Gold,2
2104,SUI,2012,Silver,2
2105,SUR,1988,Gold,1
2106,SUR,1992,Bronze,1
2107,SVK,1996,Bronze,1
2108,SVK,1996,Gold,1
2109,SVK,1996,Silver,1
2110,SVK,2000,Bronze,1
2111,SVK,2000,Gold,2
2112,SVK,2000,Silver,3
2113,SVK,2004,Bronze,5
2114,SVK,2004,Gold,3
2115,SVK,2004,Silver,2
2116,SVK,2008,Bronze,1
2117,SVK,2008,Gold,4
2118,SVK,2008,Silver,5
2119,SVK,2012,Bronze,4
2120,SVK,2012,Silver,1
2121,SWE,1900,Bronze,1
2122,SWE,1908,Bronze,11
2123,SWE,1908,Gold,69
2124,SWE,1908,Silver,18
2125,SWE,1912,Bronze,25
2126,SWE,1912,Gold,86
2127,SWE,1912,Silver,62
2128,SWE,1920,Bronze,57
2129,SWE,1920,Gold,53
2130,SWE,1920,Silver,36
2131,SWE,1924,Bronze,49
2132,SWE,1924,Gold,6
2133,SWE,1924,Silver,25
2134,SWE,1928,Bronze,21
2135,SWE,1928,Gold,7
2136,SWE,1928,Silver,8
2137,SWE,1932,Bronze,12
2138,SWE,1932,Gold,12
2139,SWE,1932,Silver,7
2140,SWE,1936,Bronze,16
2141,SWE,1936,Gold,7
2142,SWE,1936,Silver,11
2143,SWE,1948,Bronze,29
2144,SWE,1948,Gold,29
2145,SWE,1948,Silver,15
2146,SWE,1952,Bronze,23
2147,SWE,1952,Gold,23
2148,SWE,1952,Silver,24
2149,SWE,1956,Bronze,6
2150,SWE,1956,Gold,14
2151,SWE,1956,Silver,14
2152,SWE,1960,Bronze,3
2153,SWE,1960,Gold,2
2154,SWE,1960,Silver,2
2155,SWE,1964,Bronze,8
2156,SWE,1964,Gold,3
2157,SWE,1964,Silver,4
2158,SWE,1968,Bronze,1
2159,SWE,1968,Gold,4
2160,SWE,1968,Silver,4
2161,SWE,1972,Bronze,8
2162,SWE,1972,Gold,4
2163,SWE,1972,Silver,9
2164,SWE,1976,Gold,9
2165,SWE,1976,Silver,1
2166,SWE,1980,Bronze,9
2167,SWE,1980,Gold,3
2168,SWE,1980,Silver,6
2169,SWE,1984,Bronze,11
2170,SWE,1984,Gold,3
2171,SWE,1984,Silver,18
2172,SWE,1988,Bronze,11
2173,SWE,1988,Silver,5
2174,SWE,1992,Bronze,7
2175,SWE,1992,Gold,1
2176,SWE,1992,Silver,27
2177,SWE,1996,Bronze,5
2178,SWE,1996,Gold,3
2179,SWE,1996,Silver,23
2180,SWE,2000,Bronze,8
2181,SWE,2000,Gold,4
2182,SWE,2000,Silver,20
2183,SWE,2004,Bronze,2
2184,SWE,2004,Gold,5
2185,SWE,2004,Silver,5
2186,SWE,2008,Bronze,2
2187,SWE,2008,Silver,5
2188,SWE,2012,Bronze,3
2189,SWE,2012,Gold,2
2190,SWE,2012,Silver,18
2191,SYR,1984,Silver,1
2192,SYR,1996,Gold,1
2193,SYR,2004,Bronze,1
2194,TAN,1980,Silver,2
2195,TCH,1920,Bronze,10
2196,TCH,1924,Bronze,5
2197,TCH,1924,Gold,1
2198,TCH,1924,Silver,4
2199,TCH,1928,Bronze,2
2200,TCH,1928,Gold,2
2201,TCH,1928,Silver,12
2202,TCH,1932,Bronze,1
2203,TCH,1932,Gold,1
2204,TCH,1932,Silver,2
2205,TCH,1936,Gold,5
2206,TCH,1936,Silver,12
2207,TCH,1948,Bronze,3
2208,TCH,1948,Gold,14
2209,TCH,1948,Silver,3
2210,TCH,1952,Bronze,10
2211,TCH,1952,Gold,11
2212,TCH,1952,Silver,4
2213,TCH,1956,Bronze,1
2214,TCH,1956,Gold,1
2215,TCH,1956,Silver,5
2216,TCH,1960,Bronze,11
2217,TCH,1960,Gold,4
2218,TCH,1960,Silver,7
2219,TCH,1964,Bronze,12
2220,TCH,1964,Gold,5
2221,TCH,1964,Silver,38
2222,TCH,1968,Bronze,15
2223,TCH,1968,Gold,7
2224,TCH,1968,Silver,7
2225,TCH,1972,Bronze,6
2226,TCH,1972,Gold,2
2227,TCH,1972,Silver,21
2228,TCH,1976,Bronze,9
2229,TCH,1976,Gold,2
2230,TCH,1976,Silver,4
2231,TCH,1980,Bronze,16
2232,TCH,1980,Gold,18
2233,TCH,1980,Silver,18
2234,TCH,1988,Bronze,3
2235,TCH,1988,Gold,3
2236,TCH,1988,Silver,4
2237,TCH,1992,Bronze,1
2238,TCH,1992,Gold,4
2239,TCH,1992,Silver,3
2240,TGA,1996,Silver,1
2241,THA,1976,Bronze,1
2242,THA,1984,Silver,1
2243,THA,1988,Bronze,1
2244,THA,1992,Bronze,1
2245,THA,1996,Bronze,1
2246,THA,1996,Gold,1
2247,THA,2000,Bronze,2
2248,THA,2000,Gold,1
2249,THA,2004,Bronze,4
2250,THA,2004,Gold,3
2251,THA,2004,Silver,1
2252,THA,2008,Gold,2
2253,THA,2008,Silver,2
2254,THA,2012,Bronze,2
2255,THA,2012,Silver,2
2256,TJK,2008,Bronze,1
2257,TJK,2008,Silver,1
2258,TJK,2012,Bronze,1
2259,TOG,2008,Bronze,1
2260,TPE,1960,Silver,1
2261,TPE,1968,Bronze,1
2262,TPE,1984,Bronze,1
2263,TPE,1992,Silver,20
2264,TPE,1996,Silver,1
2265,TPE,2000,Bronze,4
2266,TPE,2000,Silver,1
2267,TPE,2004,Bronze,3
2268,TPE,2004,Gold,2
2269,TPE,2004,Silver,4
2270,TPE,2008,Bronze,4
2271,TPE,2012,Bronze,1
2272,TPE,2012,Gold,1
2273,TRI,1948,Silver,1
2274,TRI,1952,Bronze,2
2275,TRI,1964,Bronze,5
2276,TRI,1964,Silver,1
2277,TRI,1976,Gold,1
2278,TRI,1996,Bronze,2
2279,TRI,2000,Bronze,1
2280,TRI,2000,Silver,1
2281,TRI,2004,Bronze,1
2282,TRI,2008,Silver,5
2283,TTO,2012,Bronze,5
2284,TTO,2012,Gold,1
2285,TTO,2012,Silver,4
2286,TUN,1964,Bronze,1
2287,TUN,1964,Silver,1
2288,TUN,1968,Bronze,1
2289,TUN,1968,Gold,1
2290,TUN,1972,Silver,1
2291,TUN,1996,Bronze,1
2292,TUN,2008,Gold,1
2293,TUN,2012,Bronze,1
2294,TUN,2012,Gold,2
2295,TUR,1936,Bronze,1
2296,TUR,1936,Gold,1
2297,TUR,1948,Bronze,2
2298,TUR,1948,Gold,6
2299,TUR,1948,Silver,4
2300,TUR,1952,Bronze,1
2301,TUR,1952,Gold,2
2302,TUR,1956,Bronze,2
2303,TUR,1956,Gold,3
2304,TUR,1956,Silver,2
2305,TUR,1960,Gold,7
2306,TUR,1960,Silver,2
2307,TUR,1964,Bronze,1
2308,TUR,1964,Gold,2
2309,TUR,1964,Silver,3
2310,TUR,1968,Gold,2
2311,TUR,1972,Silver,1
2312,TUR,1984,Bronze,3
2313,TUR,1988,Gold,1
2314,TUR,1988,Silver,1
2315,TUR,1992,Bronze,2
2316,TUR,1992,Gold,2
2317,TUR,1992,Silver,2
2318,TUR,1996,Bronze,1
2319,TUR,1996,Gold,4
2320,TUR,1996,Silver,1
2321,TUR,2000,Bronze,2
2322,TUR,2000,Gold,3
2323,TUR,2004,Bronze,4
2324,TUR,2004,Gold,3
2325,TUR,2004,Silver,3
2326,TUR,2008,Bronze,3
2327,TUR,2008,Gold,1
2328,TUR,2008,Silver,4
2329,TUR,2012,Bronze,1
2330,TUR,2012,Gold,1
2331,TUR,2012,Silver,2
2332,UAE,2004,Gold,1
2333,UGA,1968,Bronze,1
2334,UGA,1968,Silver,1
2335,UGA,1972,Gold,1
2336,UGA,1972,Silver,1
2337,UGA,1980,Silver,1
2338,UGA,1996,Bronze,1
2339,UGA,2012,Gold,1
2340,UKR,1996,Bronze,19
2341,UKR,1996,Gold,10
2342,UKR,1996,Silver,5
2343,UKR,2000,Bronze,12
2344,UKR,2000,Gold,3
2345,UKR,2000,Silver,20
2346,UKR,2004,Bronze,31
2347,UKR,2004,Gold,9
2348,UKR,2004,Silver,8
2349,UKR,2008,Bronze,16
2350,UKR,2008,Gold,10
2351,UKR,2008,Silver,5
2352,UKR,2012,Bronze,12
2353,UKR,2012,Gold,9
2354,UKR,2012,Silver,4
2355,URS,1952,Bronze,19
2356,URS,1952,Gold,36
2357,URS,1952,Silver,62
2358,URS,1956,Bronze,55
2359,URS,1956,Gold,68
2360,URS,1956,Silver,46
2361,URS,1960,Bronze,45
2362,URS,1960,Gold,61
2363,URS,1960,Silver,63
2364,URS,1964,Bronze,50
2365,URS,1964,Gold,61
2366,URS,1964,Silver,63
2367,URS,1968,Bronze,60
2368,URS,1968,Gold,66
2369,URS,1968,Silver,62
2370,URS,1972,Bronze,58
2371,URS,1972,Gold,107
2372,URS,1972,Silver,46
2373,URS,1976,Bronze,79
2374,URS,1976,Gold,113
2375,URS,1976,Silver,93
2376,URS,1980,Bronze,123
2377,URS,1980,Gold,192
2378,URS,1980,Silver,127
2379,URS,1988,Bronze,95
2380,URS,1988,Gold,134
2381,URS,1988,Silver,65
2382,URU,1924,Gold,22
2383,URU,1928,Gold,22
2384,URU,1932,Bronze,1
2385,URU,1948,Bronze,2
2386,URU,1948,Silver,1
2387,URU,1952,Bronze,14
2388,URU,1956,Bronze,12
2389,URU,1964,Bronze,1
2390,URU,2000,Silver,1
2391,USA,1896,Bronze,2
2392,USA,1896,Gold,11
2393,USA,1896,Silver,7
2394,USA,1900,Bronze,14
2395,USA,1900,Gold,27
2396,USA,1900,Silver,14
2397,USA,1904,Bronze,111
2398,USA,1904,Gold,146
2399,USA,1904,Silver,137
2400,USA,1908,Bronze,15
2401,USA,1908,Gold,34
2402,USA,1908,Silver,14
2403,USA,1912,Bronze,31
2404,USA,1912,Gold,45
2405,USA,1912,Silver,25
2406,USA,1920,Bronze,38
2407,USA,1920,Gold,110
2408,USA,1920,Silver,45
2409,USA,1924,Bronze,51
2410,USA,1924,Gold,110
2411,USA,1924,Silver,37
2412,USA,1928,Bronze,17
2413,USA,1928,Gold,43
2414,USA,1928,Silver,24
2415,USA,1932,Bronze,59
2416,USA,1932,Gold,78
2417,USA,1932,Silver,44
2418,USA,1936,Bronze,15
2419,USA,1936,Gold,51
2420,USA,1936,Silver,26
2421,USA,1948,Bronze,35
2422,USA,1948,Gold,83
2423,USA,1948,Silver,30
2424,USA,1952,Bronze,28
2425,USA,1952,Gold,79
2426,USA,1952,Silver,23
2427,USA,1956,Bronze,20
2428,USA,1956,Gold,61
2429,USA,1956,Silver,37
2430,USA,1960,Bronze,21
2431,USA,1960,Gold,68
2432,USA,1960,Silver,23
2433,USA,1964,Bronze,36
2434,USA,1964,Gold,78
2435,USA,1964,Silver,36
2436,USA,1968,Bronze,35
2437,USA,1968,Gold,83
2438,USA,1968,Silver,31
2439,USA,1972,Bronze,43
2440,USA,1972,Gold,53
2441,USA,1972,Silver,59
2442,USA,1976,Bronze,36
2443,USA,1976,Gold,63
2444,USA,1976,Silver,56
2445,USA,1984,Bronze,50
2446,USA,1984,Gold,168
2447,USA,1984,Silver,115
2448,USA,1988,Bronze,52
2449,USA,1988,Gold,77
2450,USA,1988,Silver,64
2451,USA,1992,Bronze,85
2452,USA,1992,Gold,89
2453,USA,1992,Silver,50
2454,USA,1996,Bronze,52
2455,USA,1996,Gold,160
2456,USA,1996,Silver,48
2457,USA,2000,Bronze,52
2458,USA,2000,Gold,130
2459,USA,2000,Silver,66
2460,USA,2004,Bronze,73
2461,USA,2004,Gold,116
2462,USA,2004,Silver,75
2463,USA,2008,Bronze,81
2464,USA,2008,Gold,125
2465,USA,2008,Silver,109
2466,USA,2012,Bronze,46
2467,USA,2012,Gold,147
2468,USA,2012,Silver,57
2469,UZB,1996,Bronze,1
2470,UZB,1996,Silver,1
2471,UZB,2000,Bronze,2
2472,UZB,2000,Gold,1
2473,UZB,2000,Silver,1
2474,UZB,2004,Bronze,2
2475,UZB,2004,Gold,2
2476,UZB,2004,Silver,1
2477,UZB,2008,Bronze,3
2478,UZB,2008,Gold,1
2479,UZB,2008,Silver,2
2480,UZB,2012,Bronze,2
2481,UZB,2012,Gold,1
2482,VEN,1952,Bronze,1
2483,VEN,1960,Bronze,1
2484,VEN,1968,Gold,1
2485,VEN,1976,Silver,1
2486,VEN,1980,Silver,1
2487,VEN,1984,Bronze,3
2488,VEN,2004,Bronze,2
2489,VEN,2008,Bronze,1
2490,VEN,2012,Gold,1
2491,VIE,2000,Silver,1
2492,VIE,2008,Silver,1
2493,YUG,1924,Gold,2
2494,YUG,1928,Bronze,10
2495,YUG,1928,Gold,1
2496,YUG,1928,Silver,1
2497,YUG,1936,Silver,1
2498,YUG,1948,Silver,16
2499,YUG,1952,Gold,4
2500,YUG,1952,Silver,20
2501,YUG,1956,Silver,23
2502,YUG,1960,Gold,16
2503,YUG,1960,Silver,1
2504,YUG,1964,Bronze,2
2505,YUG,1964,Gold,2
2506,YUG,1964,Silver,11
2507,YUG,1968,Bronze,2
2508,YUG,1968,Gold,13
2509,YUG,1968,Silver,14
2510,YUG,1972,Bronze,2
2511,YUG,1972,Gold,15
2512,YUG,1972,Silver,1
2513,YUG,1976,Bronze,3
2514,YUG,1976,Gold,2
2515,YUG,1976,Silver,14
2516,YUG,1980,Bronze,17
2517,YUG,1980,Gold,13
2518,YUG,1980,Silver,27
2519,YUG,1984,Bronze,35
2520,YUG,1984,Gold,47
2521,YUG,1984,Silver,5
2522,YUG,1988,Bronze,21
2523,YUG,1988,Gold,15
2524,YUG,1988,Silver,27
2525,YUG,1996,Bronze,13
2526,YUG,1996,Gold,1
2527,YUG,1996,Silver,12
2528,YUG,2000,Bronze,13
2529,YUG,2000,Gold,12
2530,YUG,2000,Silver,1
2531,ZAM,1984,Bronze,1
2532,ZAM,1996,Silver,1
2533,ZIM,1980,Gold,16
2534,ZIM,2004,Bronze,1
2535,ZIM,2004,Gold,1
2536,ZIM,2004,Silver,1
2537,ZIM,2008,Gold,1
2538,ZIM,2008,Silver,3
2539,ZZX,1896,Bronze,2
2540,ZZX,1896,Gold,2
2541,ZZX,1896,Silver,2
2542,ZZX,1900,Bronze,8
2543,ZZX,1900,Gold,18
2544,ZZX,1900,Silver,8
2545,ZZX,1904,Gold,3
2546,ZZX,1904,Silver,5
